tag,liq_volume,diameter,ss_distance,pressure,des_temp,oper_temp,sk_height,leg_height,aspect_ratio,surface_area_proxy_log,volume_proxy_log,weight_kg_log
P637,0.31896982910978866,0.475,1.8,1000.0,-10.0,-25.0,,1.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.89655270164304
P638,0.31896982910978866,0.475,1.8,1000.0,-10.0,-25.0,,2,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.900266036767701
P639,0.31896982910978866,0.475,1.8,1000.0,60.0,45.0,,0.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.494430215031565
P640,0.31896982910978866,0.475,1.8,1000.0,60.0,45.0,,1,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.4999765409521215
P641,0.31896982910978866,0.475,1.8,1000.0,60.0,45.0,,1.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.539027055823995
P642,0.31896982910978866,0.475,1.8,1000.0,60.0,45.0,,2,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.5443321080536885
P643,0.31896982910978866,0.475,1.8,1000.0,130.0,115.0,,0.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.845024417241484
P644,0.31896982910978866,0.475,1.8,1000.0,130.0,115.0,,1,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.848933726364071
P645,0.31896982910978866,0.475,1.8,1000.0,130.0,115.0,,1.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.876638460975463
P646,0.31896982910978866,0.475,1.8,1000.0,130.0,115.0,,2,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.8804263442924
P647,0.31896982910978866,0.475,1.8,1000.0,200.0,185.0,,0.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.905072849498666
P648,0.31896982910978866,0.475,1.8,1000.0,200.0,185.0,,1,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.908754738783246
P649,0.31896982910978866,0.475,1.8,1000.0,200.0,185.0,,1.5,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.934871565945177
P650,0.31896982910978866,0.475,1.8,1000.0,200.0,185.0,,2,3.7894736842105265,-0.15665381004537685,-0.9010942849928727,7.938445551164788
P651,0.4252931054797182,0.475,2.4,100.0,-10.0,-25.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.983098940710892
P652,0.4252931054797182,0.475,2.4,100.0,-10.0,-25.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,8.00736706798333
P653,0.4252931054797182,0.475,2.4,100.0,-10.0,-25.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.0106915391303
P654,0.4252931054797182,0.475,2.4,100.0,-10.0,-25.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,8.014004994779459
P655,0.4252931054797182,0.475,2.4,100.0,60.0,45.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.613324979540639
P656,0.4252931054797182,0.475,2.4,100.0,60.0,45.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.64826303090192
P657,0.4252931054797182,0.475,2.4,100.0,60.0,45.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.653020413804189
P658,0.4252931054797182,0.475,2.4,100.0,60.0,45.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.6577552711348655
P659,0.4252931054797182,0.475,2.4,100.0,130.0,115.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.007034012193408
P660,0.4252931054797182,0.475,2.4,100.0,130.0,115.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,8.027476530860483
P661,0.4252931054797182,0.475,2.4,100.0,130.0,115.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.03073492409854
P662,0.4252931054797182,0.475,2.4,100.0,130.0,115.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,8.03398273468322
P663,0.4252931054797182,0.475,2.4,100.0,200.0,185.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.082093278178382
P664,0.4252931054797182,0.475,2.4,100.0,200.0,185.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,8.101071503119543
P665,0.4252931054797182,0.475,2.4,100.0,200.0,185.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.104099056143582
P666,0.4252931054797182,0.475,2.4,100.0,200.0,185.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,8.10711747075039
P667,0.4252931054797182,0.475,2.4,325.0,-10.0,-25.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.907651594711089
P668,0.4252931054797182,0.475,2.4,325.0,-10.0,-25.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.930206206684683
P669,0.4252931054797182,0.475,2.4,325.0,-10.0,-25.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.937374696163295
P670,0.4252931054797182,0.475,2.4,325.0,-10.0,-25.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.940939762327791
P671,0.4252931054797182,0.475,2.4,325.0,60.0,45.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5406215286571525
P672,0.4252931054797182,0.475,2.4,325.0,60.0,45.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.573017256052546
P673,0.4252931054797182,0.475,2.4,325.0,60.0,45.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.583247524303362
P674,0.4252931054797182,0.475,2.4,325.0,60.0,45.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5883236773352225
P675,0.4252931054797182,0.475,2.4,325.0,130.0,115.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.954372272531867
P676,0.4252931054797182,0.475,2.4,325.0,130.0,115.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.979338895262328
P677,0.4252931054797182,0.475,2.4,325.0,130.0,115.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.982757702011113
P678,0.4252931054797182,0.475,2.4,325.0,130.0,115.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.986164860332727
P679,0.4252931054797182,0.475,2.4,325.0,200.0,185.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.031710375322042
P680,0.4252931054797182,0.475,2.4,325.0,200.0,185.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,8.054840221101024
P681,0.4252931054797182,0.475,2.4,325.0,200.0,185.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,8.058010800802085
P682,0.4252931054797182,0.475,2.4,325.0,200.0,185.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,8.06117135969092
P683,0.4252931054797182,0.475,2.4,550.0,-10.0,-25.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.907651594711089
P684,0.4252931054797182,0.475,2.4,550.0,-10.0,-25.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.930206206684683
P685,0.4252931054797182,0.475,2.4,550.0,-10.0,-25.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.937374696163295
P686,0.4252931054797182,0.475,2.4,550.0,-10.0,-25.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.940939762327791
P687,0.4252931054797182,0.475,2.4,550.0,60.0,45.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5406215286571525
P688,0.4252931054797182,0.475,2.4,550.0,60.0,45.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.573017256052546
P689,0.4252931054797182,0.475,2.4,550.0,60.0,45.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.583247524303362
P690,0.4252931054797182,0.475,2.4,550.0,60.0,45.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5883236773352225
P691,0.4252931054797182,0.475,2.4,550.0,130.0,115.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.888709524182015
P692,0.4252931054797182,0.475,2.4,550.0,130.0,115.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.911690520708339
P693,0.4252931054797182,0.475,2.4,550.0,130.0,115.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.918992488165245
P694,0.4252931054797182,0.475,2.4,550.0,130.0,115.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.922623574217286
P695,0.4252931054797182,0.475,2.4,550.0,200.0,185.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.94873845481361
P696,0.4252931054797182,0.475,2.4,550.0,200.0,185.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.970394907191429
P697,0.4252931054797182,0.475,2.4,550.0,200.0,185.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.97728198675515
P698,0.4252931054797182,0.475,2.4,550.0,200.0,185.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.980707820869669
P699,0.4252931054797182,0.475,2.4,775.0,-10.0,-25.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.907651594711089
P700,0.4252931054797182,0.475,2.4,775.0,-10.0,-25.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.930206206684683
P701,0.4252931054797182,0.475,2.4,775.0,-10.0,-25.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.937374696163295
P702,0.4252931054797182,0.475,2.4,775.0,-10.0,-25.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.940939762327791
P703,0.4252931054797182,0.475,2.4,775.0,60.0,45.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5406215286571525
P704,0.4252931054797182,0.475,2.4,775.0,60.0,45.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.573017256052546
P705,0.4252931054797182,0.475,2.4,775.0,60.0,45.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.583247524303362
P706,0.4252931054797182,0.475,2.4,775.0,60.0,45.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5883236773352225
P707,0.4252931054797182,0.475,2.4,775.0,130.0,115.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.888709524182015
P708,0.4252931054797182,0.475,2.4,775.0,130.0,115.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.911690520708339
P709,0.4252931054797182,0.475,2.4,775.0,130.0,115.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.918992488165245
P710,0.4252931054797182,0.475,2.4,775.0,130.0,115.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.922623574217286
P711,0.4252931054797182,0.475,2.4,775.0,200.0,185.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.94873845481361
P712,0.4252931054797182,0.475,2.4,775.0,200.0,185.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.970394907191429
P713,0.4252931054797182,0.475,2.4,775.0,200.0,185.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.97728198675515
P714,0.4252931054797182,0.475,2.4,775.0,200.0,185.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.980707820869669
P715,0.4252931054797182,0.475,2.4,1000.0,-10.0,-25.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.907651594711089
P716,0.4252931054797182,0.475,2.4,1000.0,-10.0,-25.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.930206206684683
P717,0.4252931054797182,0.475,2.4,1000.0,-10.0,-25.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.937374696163295
P718,0.4252931054797182,0.475,2.4,1000.0,-10.0,-25.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.940939762327791
P719,0.4252931054797182,0.475,2.4,1000.0,60.0,45.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5406215286571525
P720,0.4252931054797182,0.475,2.4,1000.0,60.0,45.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.573017256052546
P721,0.4252931054797182,0.475,2.4,1000.0,60.0,45.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.583247524303362
P722,0.4252931054797182,0.475,2.4,1000.0,60.0,45.0,,2,5.052631578947368,0.131028262406404,-0.6134122125410918,7.5883236773352225
P723,0.4252931054797182,0.475,2.4,1000.0,130.0,115.0,,0.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.888709524182015
P724,0.4252931054797182,0.475,2.4,1000.0,130.0,115.0,,1,5.052631578947368,0.131028262406404,-0.6134122125410918,7.911690520708339
P725,0.4252931054797182,0.475,2.4,1000.0,130.0,115.0,,1.5,5.052631578947368,0.131028262406404,-0.6134122125410918,7.918992488165245
