tag,heat_area,tube_des_pres,tube_out_diameter,tube_len,shell_diameter,weight_kg
P238,415.96,50.0,17.8,9.5,780.0,10400.0
P239,99.29,50.0,19.6,2.5,780.0,4200.0
P240,154.89,50.0,19.6,3.9,780.0,5200.0
P241,210.49,50.0,19.6,5.3,780.0,6600.0
P242,266.1,50.0,19.6,6.699999999999999,780.0,7800.0
P243,321.7,50.0,19.6,8.1,780.0,8800.0
P244,377.3,50.0,19.6,9.5,780.0,9800.0
P245,90.93,50.0,21.4,2.5,780.0,4200.0
P246,141.85,50.0,21.4,3.9,780.0,5200.0
P247,192.77,50.0,21.4,5.3,780.0,6400.0
P248,243.69,50.0,21.4,6.699999999999999,780.0,7600.0
P249,294.61,50.0,21.4,8.1,780.0,8600.0
P250,345.53,50.0,21.4,9.5,780.0,9800.0
P251,84.0,50.0,23.2,2.5,780.0,4000.0
P252,131.04,50.0,23.2,3.9,780.0,5000.0
P253,178.08,50.0,23.2,5.3,780.0,6200.0
P254,225.12,50.0,23.2,6.699999999999999,780.0,7400.0
P255,272.16,50.0,23.2,8.1,780.0,8200.0
P256,319.2,50.0,23.2,9.5,780.0,9400.0
P257,77.95,50.0,25.0,2.5,780.0,4000.0
P258,121.6,50.0,25.0,3.9,780.0,5000.0
P259,165.26,50.0,25.0,5.3,780.0,6000.0
P260,208.91,50.0,25.0,6.699999999999999,780.0,7200.0
P261,252.56,50.0,25.0,8.1,780.0,8000.0
P262,296.21,50.0,25.0,9.5,780.0,9200.0
P263,19.23,125.0,16.0,2.5,325.0,1080.0
P264,29.99,125.0,16.0,3.9,325.0,1340.0
P265,40.76,125.0,16.0,5.3,325.0,1660.0
P266,51.53,125.0,16.0,6.699999999999999,325.0,1980.0
P267,62.29,125.0,16.0,8.1,325.0,2200.0
P268,73.06,125.0,16.0,9.5,325.0,2600.0
P269,17.2,125.0,17.8,2.5,325.0,1060.0
P270,26.82,125.0,17.8,3.9,325.0,1300.0
P271,36.45,125.0,17.8,5.3,325.0,1620.0
P272,46.08,125.0,17.8,6.699999999999999,325.0,1920.0
P273,55.71,125.0,17.8,8.1,325.0,2200.0
P274,65.34,125.0,17.8,9.5,325.0,2400.0
P275,15.55,125.0,19.6,2.5,325.0,1040.0
P276,24.25,125.0,19.6,3.9,325.0,1280.0
P277,32.96,125.0,19.6,5.3,325.0,1580.0
P278,41.67,125.0,19.6,6.699999999999999,325.0,1860.0
P279,50.37,125.0,19.6,8.1,325.0,2200.0
P280,59.08,125.0,19.6,9.5,325.0,2400.0
P281,14.29,125.0,21.4,2.5,325.0,1040.0
P282,22.29,125.0,21.4,3.9,325.0,1260.0
P283,30.29,125.0,21.4,5.3,325.0,1580.0
P284,38.29,125.0,21.4,6.699999999999999,325.0,1860.0
P285,46.29,125.0,21.4,8.1,325.0,2200.0
P286,54.29,125.0,21.4,9.5,325.0,2400.0
P287,13.12,125.0,23.2,2.5,325.0,1020.0
P288,20.47,125.0,23.2,3.9,325.0,1240.0
P289,27.81,125.0,23.2,5.3,325.0,1540.0
P290,35.16,125.0,23.2,6.699999999999999,325.0,1820.0
P291,42.51,125.0,23.2,8.1,325.0,2000.0
P292,49.85,125.0,23.2,9.5,325.0,2400.0
P293,12.17,125.0,25.0,2.5,325.0,1020.0
P294,18.99,125.0,25.0,3.9,325.0,1220.0
P295,25.81,125.0,25.0,5.3,325.0,1520.0
P296,32.63,125.0,25.0,6.699999999999999,325.0,1780.0
P297,39.44,125.0,25.0,8.1,325.0,2000.0
P298,46.26,125.0,25.0,9.5,325.0,2200.0
P299,30.16,125.0,16.0,2.5,400.8333333333333,1440.0
P300,47.05,125.0,16.0,3.9,400.8333333333333,1800.0
P301,63.94,125.0,16.0,5.3,400.8333333333333,2200.0
P302,80.83,125.0,16.0,6.699999999999999,400.8333333333333,2600.0
P303,97.72,125.0,16.0,8.1,400.8333333333333,3000.0
P304,114.61,125.0,16.0,9.5,400.8333333333333,3400.0
P305,27.12,125.0,17.8,2.5,400.8333333333333,1400.0
P306,42.31,125.0,17.8,3.9,400.8333333333333,1740.0
P307,57.5,125.0,17.8,5.3,400.8333333333333,2200.0
P308,72.69,125.0,17.8,6.699999999999999,400.8333333333333,2600.0
P309,87.87,125.0,17.8,8.1,400.8333333333333,3000.0
P310,103.06,125.0,17.8,9.5,400.8333333333333,3400.0
P311,24.63,125.0,19.6,2.5,400.8333333333333,1380.0
P312,38.42,125.0,19.6,3.9,400.8333333333333,1700.0
P313,52.22,125.0,19.6,5.3,400.8333333333333,2200.0
P314,66.01,125.0,19.6,6.699999999999999,400.8333333333333,2600.0
P315,79.8,125.0,19.6,8.1,400.8333333333333,2800.0
P316,93.59,125.0,19.6,9.5,400.8333333333333,3200.0
P317,22.52,125.0,21.4,2.5,400.8333333333333,1400.0
P318,35.13,125.0,21.4,3.9,400.8333333333333,1720.0
P319,47.75,125.0,21.4,5.3,400.8333333333333,2000.0
P320,60.36,125.0,21.4,6.699999999999999,400.8333333333333,2600.0
P321,72.97,125.0,21.4,8.1,400.8333333333333,2800.0
P322,85.58,125.0,21.4,9.5,400.8333333333333,3200.0
P323,20.77,125.0,23.2,2.5,400.8333333333333,1380.0
P324,32.4,125.0,23.2,3.9,400.8333333333333,1680.0
P325,44.04,125.0,23.2,5.3,400.8333333333333,2000.0
P326,55.67,125.0,23.2,6.699999999999999,400.8333333333333,2400.0
P327,67.3,125.0,23.2,8.1,400.8333333333333,2800.0
P328,78.93,125.0,23.2,9.5,400.8333333333333,3200.0
P329,19.24,125.0,25.0,2.5,400.8333333333333,1360.0
P330,30.02,125.0,25.0,3.9,400.8333333333333,1660.0
P331,40.79,125.0,25.0,5.3,400.8333333333333,2000.0
P332,51.57,125.0,25.0,6.699999999999999,400.8333333333333,2400.0
P333,62.34,125.0,25.0,8.1,400.8333333333333,2600.0
P334,73.12,125.0,25.0,9.5,400.8333333333333,3000.0
P335,43.48,125.0,16.0,2.5,476.6666666666666,2000.0
P336,67.83,125.0,16.0,3.9,476.6666666666666,2400.0
P337,92.18,125.0,16.0,5.3,476.6666666666666,3000.0
P338,116.53,125.0,16.0,6.699999999999999,476.6666666666666,3600.0
P339,140.87,125.0,16.0,8.1,476.6666666666666,4200.0
P340,165.22,125.0,16.0,9.5,476.6666666666666,4800.0
P341,39.14,125.0,17.8,2.5,476.6666666666666,1960.0
P342,61.07,125.0,17.8,3.9,476.6666666666666,2400.0
P343,82.99,125.0,17.8,5.3,476.6666666666666,3000.0
P344,104.91,125.0,17.8,6.699999999999999,476.6666666666666,3600.0
P345,126.83,125.0,17.8,8.1,476.6666666666666,4000.0
P346,148.75,125.0,17.8,9.5,476.6666666666666,4600.0
P347,35.56,125.0,19.6,2.5,476.6666666666666,1920.0
P348,55.47,125.0,19.6,3.9,476.6666666666666,2400.0
P349,75.39,125.0,19.6,5.3,476.6666666666666,3000.0
P350,95.3,125.0,19.6,6.699999999999999,476.6666666666666,3400.0
P351,115.21,125.0,19.6,8.1,476.6666666666666,3800.0
P352,135.13,125.0,19.6,9.5,476.6666666666666,4400.0
P353,32.44,125.0,21.4,2.5,476.6666666666666,1880.0
P354,50.6,125.0,21.4,3.9,476.6666666666666,2400.0
P355,68.77,125.0,21.4,5.3,476.6666666666666,2800.0
P356,86.94,125.0,21.4,6.699999999999999,476.6666666666666,3400.0
P357,105.1,125.0,21.4,8.1,476.6666666666666,3800.0
P358,123.27,125.0,21.4,9.5,476.6666666666666,4400.0
P359,29.88,125.0,23.2,2.5,476.6666666666666,1840.0
P360,46.62,125.0,23.2,3.9,476.6666666666666,2200.0
P361,63.35,125.0,23.2,5.3,476.6666666666666,2800.0
P362,80.09,125.0,23.2,6.699999999999999,476.6666666666666,3200.0
P363,96.82,125.0,23.2,8.1,476.6666666666666,3600.0
P364,113.55,125.0,23.2,9.5,476.6666666666666,4200.0
P365,27.88,125.0,25.0,2.5,476.6666666666666,1820.0
P366,43.5,125.0,25.0,3.9,476.6666666666666,2200.0
P367,59.11,125.0,25.0,5.3,476.6666666666666,2800.0
P368,74.72,125.0,25.0,6.699999999999999,476.6666666666666,3200.0
P369,90.34,125.0,25.0,8.1,476.6666666666666,3600.0
P370,105.95,125.0,25.0,9.5,476.6666666666666,4200.0
P371,59.44,125.0,16.0,2.5,552.5,2600.0
P372,92.72,125.0,16.0,3.9,552.5,3200.0
P373,126.01,125.0,16.0,5.3,552.5,4000.0
P374,159.3,125.0,16.0,6.699999999999999,552.5,4600.0
P375,192.58,125.0,16.0,8.1,552.5,5200.0
P376,225.87,125.0,16.0,9.5,552.5,6000.0
P377,53.4,125.0,17.8,2.5,552.5,2400.0
P378,83.31,125.0,17.8,3.9,552.5,3000.0
P379,113.22,125.0,17.8,5.3,552.5,3800.0
P380,143.12,125.0,17.8,6.699999999999999,552.5,4400.0
P381,173.03,125.0,17.8,8.1,552.5,5000.0
P382,202.93,125.0,17.8,9.5,552.5,5800.0
P383,48.49,125.0,19.6,2.5,552.5,2400.0
P384,75.65,125.0,19.6,3.9,552.5,3000.0
P385,102.8,125.0,19.6,5.3,552.5,3600.0
P386,129.95,125.0,19.6,6.699999999999999,552.5,4400.0
P387,157.11,125.0,19.6,8.1,552.5,5000.0
P388,184.26,125.0,19.6,9.5,552.5,5600.0
P389,44.37,125.0,21.4,2.5,552.5,2400.0
P390,69.22,125.0,21.4,3.9,552.5,2800.0
P391,94.07,125.0,21.4,5.3,552.5,3600.0
P392,118.92,125.0,21.4,6.699999999999999,552.5,4200.0
P393,143.76,125.0,21.4,8.1,552.5,4800.0
P394,168.61,125.0,21.4,9.5,552.5,5400.0
P395,41.0,125.0,23.2,2.5,552.5,2400.0
P396,63.96,125.0,23.2,3.9,552.5,2800.0
P397,86.92,125.0,23.2,5.3,552.5,3600.0
P398,109.87,125.0,23.2,6.699999999999999,552.5,4200.0
P399,132.83,125.0,23.2,8.1,552.5,4600.0
P400,155.79,125.0,23.2,9.5,552.5,5400.0
P401,37.9,125.0,25.0,2.5,552.5,2200.0
P402,59.12,125.0,25.0,3.9,552.5,2800.0
P403,80.34,125.0,25.0,5.3,552.5,3400.0
P404,101.56,125.0,25.0,6.699999999999999,552.5,4000.0
P405,122.78,125.0,25.0,8.1,552.5,4600.0
P406,144.0,125.0,25.0,9.5,552.5,5200.0
P407,77.66,125.0,16.0,2.5,628.3333333333333,3200.0
P408,121.15,125.0,16.0,3.9,628.3333333333333,4000.0
P409,164.64,125.0,16.0,5.3,628.3333333333333,4800.0
P410,208.13,125.0,16.0,6.699999999999999,628.3333333333333,5800.0
P411,251.62,125.0,16.0,8.1,628.3333333333333,6800.0
P412,295.11,125.0,16.0,9.5,628.3333333333333,7600.0
P413,69.9,125.0,17.8,2.5,628.3333333333333,3000.0
P414,109.04,125.0,17.8,3.9,628.3333333333333,3800.0
P415,148.19,125.0,17.8,5.3,628.3333333333333,4800.0
P416,187.33,125.0,17.8,6.699999999999999,628.3333333333333,5600.0
P417,226.48,125.0,17.8,8.1,628.3333333333333,6400.0
P418,265.62,125.0,17.8,9.5,628.3333333333333,7400.0
P419,63.42,125.0,19.6,2.5,628.3333333333333,3000.0
P420,98.94,125.0,19.6,3.9,628.3333333333333,3800.0
P421,134.46,125.0,19.6,5.3,628.3333333333333,4600.0
P422,169.97,125.0,19.6,6.699999999999999,628.3333333333333,5400.0
P423,205.49,125.0,19.6,8.1,628.3333333333333,6200.0
P424,241.01,125.0,19.6,9.5,628.3333333333333,7000.0
P425,57.99,125.0,21.4,2.5,628.3333333333333,3000.0
P426,90.46,125.0,21.4,3.9,628.3333333333333,3600.0
P427,122.93,125.0,21.4,5.3,628.3333333333333,4400.0
P428,155.4,125.0,21.4,6.699999999999999,628.3333333333333,5200.0
P429,187.87,125.0,21.4,8.1,628.3333333333333,6000.0
P430,220.35,125.0,21.4,9.5,628.3333333333333,6800.0
P431,53.57,125.0,23.2,2.5,628.3333333333333,2800.0
P432,83.57,125.0,23.2,3.9,628.3333333333333,3600.0
P433,113.57,125.0,23.2,5.3,628.3333333333333,4400.0
P434,143.57,125.0,23.2,6.699999999999999,628.3333333333333,5200.0
P435,173.57,125.0,23.2,8.1,628.3333333333333,5800.0
P436,203.57,125.0,23.2,9.5,628.3333333333333,6600.0
P437,49.68,125.0,25.0,2.5,628.3333333333333,2800.0
P438,77.5,125.0,25.0,3.9,628.3333333333333,3400.0
P439,105.31,125.0,25.0,5.3,628.3333333333333,4200.0
P440,133.13,125.0,25.0,6.699999999999999,628.3333333333333,5000.0
P441,160.95,125.0,25.0,8.1,628.3333333333333,5600.0
P442,188.77,125.0,25.0,9.5,628.3333333333333,6600.0
P443,98.52,125.0,16.0,2.5,704.1666666666666,3800.0
P444,153.69,125.0,16.0,3.9,704.1666666666666,4800.0
P445,208.86,125.0,16.0,5.3,704.1666666666666,5800.0
P446,264.03,125.0,16.0,6.699999999999999,704.1666666666666,7000.0
P447,319.21,125.0,16.0,8.1,704.1666666666666,8000.0
P448,374.38,125.0,16.0,9.5,704.1666666666666,9200.0
P449,88.49,125.0,17.8,2.5,704.1666666666666,3600.0
P450,138.05,125.0,17.8,3.9,704.1666666666666,4600.0
P451,187.61,125.0,17.8,5.3,704.1666666666666,5600.0
P452,237.16,125.0,17.8,6.699999999999999,704.1666666666666,6800.0
P453,286.72,125.0,17.8,8.1,704.1666666666666,7600.0
P454,336.28,125.0,17.8,9.5,704.1666666666666,8800.0
P455,80.36,125.0,19.6,2.5,704.1666666666666,3600.0
P456,125.35,125.0,19.6,3.9,704.1666666666666,4400.0
P457,170.35,125.0,19.6,5.3,704.1666666666666,5400.0
